CodigoEstacion, NombreEstacion, Altura, Promedio, Desviacion Estandar, Coeficiente de variacion
21205980, PROVIDENCIA GRANJA [21205980], 2560, 2.1498726500909644, 4.8913915839157935, 0.43952168073403114
21200690, TESORO-VERTIENTES  [21200690], 2610, 2.9643719670466084, 6.446391594510454, 0.4598498126565837
21205690, CAMAVIEJA  [21205690], 2680, 2.3154547162720784, 5.441463701719777, 0.42552056637633695
21200230, SAN DIEGO  [21200230], 2700, 2.7875303362995494, 6.540742216258446, 0.4261795135987064
21200270, SAUCIO  [21200270], 2640, 2.1280950095969295, 4.535127082783904, 0.46924705101992215
21205570, PRIMAVERA LA  [21205570], 2590, 2.1477345321187746, 4.755733234123095, 0.4516095471269202
21206190, UNIV PEDAGOGICA [21206190], 2570, 4.354787406686141, 11.012796426433745, 0.3954297562636726
21201640, VILLAPINZON GRANJA [21201640], 2745, 1.9131516936671575, 4.100595444274842, 0.4665546064385006
35060200, AMOLADERO EL [35060200], 2963, 4.806160445377384, 7.248618428501855, 0.6630450330340705
21206370, VIOLETA LA  [21206370], 400, 2.861573074154068, 8.531452478841329, 0.3354145242267942
21201720, SAN JORGE GJA  [21201720], 2890, 1.8688244729605865, 5.001473741780704, 0.37365476046570584
21200160, PANONIA [21200160], 2800, 2.6493139407244786, 5.118338038012376, 0.5176121469603631
21206180, PRIMAVERA D MATIMA [21206180], 1850, 2.5213511886849234, 6.577153394512796, 0.38334991408113467
21205920, SUASUQUE [21205920], 2650, 2.311188725490196, 5.0189389901583485, 0.4604934887676882
21205960, TACHI [21205960], 2650, 2.2404789719626166, 4.875447188166902, 0.4595432758251258
21201540, BOSA  [21201540], 2640, 1.5766522366522366, 3.9428905765793036, 0.39987217652387347
24010390, EL TRIANGULO  - AUT  [24010390], 2879, 2.530771637122002, 5.7597388106431096, 0.43939000019332924
21200310, CERRO DE SUBA  [21200310], 2691, 2.3846861523718257, 5.413459001950832, 0.4405106146573685
35020330, BOLSA LA [35020330], 3195, 3.987036222319988, 9.252512244918135, 0.4309139093017504
21205420, TIBAITATA [21205420], 2543, 1.7930982320128583, 4.221566748018278, 0.42474709960575396
21205240, VITELMA  [21205240], 2682, 2.960944970469673, 6.170897394852296, 0.479824048434133
21205410, REPRESA DEL NEUSA  [21205410], 3100, 2.664508902252093, 5.461487043280562, 0.4878724203017787
21206360, TATAMBO  [21206360], 380, 2.6761470985155196, 8.072671020725503, 0.33150701814119143
35070230, MACHETA GRANJA AGROP [35070230], 1815, 2.998584504044274, 5.474715199043014, 0.5477151586932649
21206160, HIDROPARAISO [21206160], 1600, 4.537156467570539, 9.102933265692107, 0.49842796109145965
21206280, ACAPULCO [21206280], 2650, 2.2138083810227065, 6.048213877517587, 0.3660268016069789
35060160, POTRERITOS [35060160], 2802, 4.892791526059243, 7.159939612315294, 0.6833565352483569
21202080, CONEJERA LA  [21202080], 2500, 2.239581114660987, 5.15657046134993, 0.4343160112806237
21190210, NILO [21190210], 322, 3.97704280155642, 12.294374642881342, 0.32348475762931117
21206400, VICTORIA LA  [21206400], 380, 3.098680968256269, 8.952647797948757, 0.3461189402498603
21201760, STA ISABEL  [21201760], 2680, 1.1964516964516965, 3.7806200077027263, 0.3164697044437201
21201300, AUSTRALIA [21201300], 3050, 3.1822538177988418, 4.924691256025306, 0.6461834158446763
21200850, CISACA  [21200850], 2880, 3.3841138177236454, 6.755731823860073, 0.5009248303450327
21205660, MERCEDES - AUT [21205660], 810, 3.037746450097048, 8.301773701550466, 0.3659153524661493
21200430, VILLAPINZON  [21200430], 2700, 1.8649282464123207, 4.011291922819819, 0.46491960253576653
21202070, SAUCEDAL 2  [21202070], 2900, 1.8359042084874098, 4.158533618300131, 0.4414787463562374
21201030, STA TERESA  [21201030], 3080, 2.5572138700290976, 5.141173243052052, 0.49739889109650204
21201070, CORAZON EL [21201070], 2845, 2.2414148857774507, 5.598820803275617, 0.4003369574654185
21201140, ESPERANZA LA [21201140], 2555, 1.86416807037245, 4.7889609042664665, 0.3892635808974072
21201960, SALITRE CASA BOMBA  [21201960], 2580, 2.505659600740893, 5.669932836846718, 0.4419205082038314
21200340, REGADERA 2 LA  [21200340], 3056, 2.6914019715224535, 4.4860563459908365, 0.5999483207400514
21200400, SAN LUIS 1 Y 2  [21200400], 3000, 2.859909185507521, 6.518100580872357, 0.438764199788516
21205012, UNIVERSIDAD NACIONAL  - AUT [21205012], 2556, 2.5700470465237846, 6.093954812479537, 0.421737135506929
21200800, SAN JOSE  [21200800], 2700, 2.2729541773840145, 5.492313487856123, 0.41384276087111016
21201660, FUTE  [21201660], 2607, 1.616010439124021, 4.208266854684475, 0.3840085467310949
21201630, TABIO GRANJA [21201630], 2600, 2.2819211744056167, 5.239644047199499, 0.43551072436404625
21201800, SAN GREGORIO  [21201800], 1050, 2.957560975609756, 7.806273626280837, 0.37886975491772945
21202120, FONTIBON ACUEDUCTO  [21202120], 2545, 1.926365000577167, 4.446717116315406, 0.43321060238106
21200740, ZIPAQUIRA  [21200740], 2655, 2.1586315332899586, 5.507014985067203, 0.3919785108889833
21205400, CHECUA-NEMOCON  [21205400], 2580, 1.7397825578676642, 4.507327212065727, 0.385989850750222
21201060, PANTANO REDONDO 1 [21201060], 3160, 3.2096677040457786, 6.0397588344606925, 0.531423156456607
21202050, QUIBA  [21202050], 3000, 1.847151515151515, 4.038200933325255, 0.45741941662880026
21206300, DONA JUANA  [21206300], 2700, 1.7811544064093223, 4.120460367708227, 0.43227072886517987
