CodigoEstacion,NombreEstacion,Latitud,Longitud,Altitud,Categoria,Entidad,AreaOperativa,Departamento,Municipio,FechaInstalacion,FechaSuspension,IdParametro,Etiqueta,DescripcionSerie,Frecuencia,Fecha,Valor,Grado,Calificador,NivelAprobacion
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-01 00:00,21.8,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-02 00:00,21.8,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-03 00:00,22,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-04 00:00,22.4,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-05 00:00,20.8,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-06 00:00,21.4,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-07 00:00,23.8,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-08 00:00,20,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-09 00:00,21.6,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-10 00:00,20.8,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-11 00:00,23,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-12 00:00,20.4,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-13 00:00,24,50,,900
21235010,JERUSALEN [21235010],4.5618055560,-74.70238889,297,Climática Ordinaria,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 10 - Tolima,Cundinamarca,Jerusalén,15/11/1974 00:00,,TEMPERATURA,TMN_CON,Temperatura mínima diaria,Diaria,1978-01-14 00:00,20.6,50,,900
