,PROVIDENCIA GRANJA [21205980],TESORO-VERTIENTES  [21200690],CAMAVIEJA  [21205690],SAN DIEGO  [21200230],SAUCIO  [21200270],PRIMAVERA LA  [21205570],UNIV PEDAGOGICA [21206190],VILLAPINZON GRANJA [21201640],AMOLADERO EL [35060200],VIOLETA LA  [21206370],SAN JORGE GJA  [21201720],PANONIA [21200160],PRIMAVERA D MATIMA [21206180],SUASUQUE [21205920],TACHI [21205960],BOSA  [21201540],EL TRIANGULO  - AUT  [24010390],CERRO DE SUBA  [21200310],BOLSA LA [35020330],TIBAITATA [21205420],VITELMA  [21205240],REPRESA DEL NEUSA  [21205410],TATAMBO  [21206360],MACHETA GRANJA AGROP [35070230],HIDROPARAISO [21206160],ACAPULCO [21206280],POTRERITOS [35060160],CONEJERA LA  [21202080],NILO [21190210],VICTORIA LA  [21206400],STA ISABEL  [21201760],AUSTRALIA [21201300],CISACA  [21200850],MERCEDES - AUT [21205660],VILLAPINZON  [21200430],SAUCEDAL 2  [21202070],STA TERESA  [21201030],CORAZON EL [21201070],ESPERANZA LA [21201140],SALITRE CASA BOMBA  [21201960],REGADERA 2 LA  [21200340],SAN LUIS 1 Y 2  [21200400],UNIVERSIDAD NACIONAL  - AUT [21205012],SAN JOSE  [21200800],FUTE  [21201660],TABIO GRANJA [21201630],SAN GREGORIO  [21201800],FONTIBON ACUEDUCTO  [21202120],ZIPAQUIRA  [21200740],CHECUA-NEMOCON  [21205400],PANTANO REDONDO 1 [21201060],QUIBA  [21202050],DONA JUANA  [21206300],BASE AEREA MADRID [21205770],UNION LA-EL ROSAL  [21200550],SAN RAFAEL 1  [21200110],ELDORADO DIDACTICA [21205520],SANTA CRUZ DE SIECHA  - AUT [21206980],SILOS [21205740],HUERTAS LAS  [21202110],ENMANUEL D ALZON [21201230],UNION LA [21201320],SANTILLANA [21206020],JERUSALEN [21235010],VENTALARGA  [21200260],GUADALUPE  - AUT  [21201980],TABIO  [21205650],VENADO ORO VIVERO [21205580],REPRESA SISGA  [21205390],LORETOKI HACIENDA [21206010],VIOTA [21201090],TOCAIMA [21208900],VERJON EL  [21200240],SENA K 30 [21205840],LA COSECHA - AUT [21205910],GRANIZO  [21200320],JARDIN BOTANICO  - AUT [21205710],ARRAYAN-SAN FCO  [21200080],SUPATA [23060200],CASITA LA  [21201120],PARAISO PERDIDO  [21206340],CASABLANCA  [21201970],DELIRIO  [21200130],POTRERO LARGO [21200780],VEGAS LAS HACIENDA [21206230],RAMADA LA  [21205160],PISCIS [21200620],ADPOSTAL [21206000],PASQUILLA [21201580],SALITRE EL - NEUSA  [21200880],STA INES  [21201360],GUASCA [21205700],PREVENTORIO INFANT [21201310],SANTA ROSITA [21201650],SUESCA [21201620],ROBLE EL [21201550],STA LUCIA  [21200520],COLOMBIANO EL [21205850],TORCA  [21200770],FLORIDA LA [21205670],SAN PEDRO [21201250],CABRERA LA [23065120],SERREZUELA  [21202020],CENTRO MED ANDES [21205730],HATO EL [21201210],PICOTA LA  [21201560],SUTATAUSA  [24015210],SIBATE APOSTOLICA  [21200510],CASABLANCA [21206060],SAN ISIDRO [21201610],ESAP [21206040],HATO EL  [21200200]
MACHETA GRANJA AGROP [35070230],0.9586836425612636,0.9463936505208985,0.9542039195922648,0.9590577624863253,0.9744229283145232,0.9651594768519715,0.9642192125632822,0.9773765711029765,0.9692562251992796,0.5355137740304133,0.9627992709471458,0.9786625720870632,0.9422934595959224,0.9639393930471678,0.9814063944245226,0.9587884390521051,0.9648523313528883,0.9522535715536026,0.9586193001452018,0.9572731704400632,0.9531771216118128,0.97079515327707,0.5193313962639428,1.0,0.9086590221513077,0.9693256642726862,0.9668539201342653,0.9707622541008932,0.2839949728506701,0.45835734472474304,0.96802598811963,0.9746860471717297,0.9582586725795529,0.7166036714558702,0.9748338629153166,0.9756716559350421,0.9647313111065942,0.9484019280299216,0.9513351442145469,0.9531854677583611,0.9670538162842824,0.9539799852325868,0.9690264267152303,0.9540090726612778,0.9638357967558451,0.9683605211625528,0.8605908155850172,0.960795267892071,0.9570769371781696,0.9709072761152713,0.9584710565194461,0.9768374305884245,0.9786281431814602,0.9622022492846732,0.949067698521448,0.9610197202693533,0.9695106968079142,0.9659779036039643,0.9761844061165414,0.9754037111228373,0.9473811132056563,0.9667937303620401,0.9633893497874754,0.35198089014818557,0.9614367412620022,0.9722844437578921,0.9571261645879171,0.9564163769072324,0.9807237424515955,0.9704789736478094,0.4177687574767241,0.4740636494748251,0.9631065570326681,0.9586630464077903,0.9617490137016215,0.9567543255956841,0.9557749848386649,0.9594053777178464,0.8368153002151448,0.9576738132381251,0.9704215763584528,0.9587337870481576,0.9628395107730775,0.97428552861417,0.9722603446203849,0.9638014731393576,0.9755503010182563,0.9538364986338481,0.15467819158718807,0.9657585617175878,0.950842966673336,0.9659873740391761,0.967064368182777,0.9801781356449719,0.9745085037898957,0.9632730070210794,0.9583007064857074,0.9717784063390109,0.9493856426448258,0.9657066870530758,0.9624328325902559,0.037260137031686735,0.9701297468862857,0.9449553397463462,0.9548174591451628,0.9685604903979118,0.9590229437718076,0.9610474805210045,0.963938251443829,0.9757957634810026,0.9616670496505071,0.9658521576766581
HIDROPARAISO [21206160],0.927853263294826,0.9237465415707516,0.9295916939060795,0.9311514264881866,0.9311510878269965,0.9533655980551566,0.9622064383579019,0.9364165781057143,0.9127673363341394,0.6272758229413804,0.9303554444734536,0.9239455101979692,0.9345982965665254,0.9241535346120583,0.9610676802944936,0.927908308219568,0.9363623560024622,0.9272288154211249,0.9175904432122306,0.9274522305227122,0.9242716174527368,0.9512249174934737,0.6186292160779583,0.9086590221513077,1.0,0.956999275478167,0.9154405856504558,0.9522412235259032,0.3783861039937684,0.5309993587836349,0.9433972135892764,0.9265698652533202,0.9273188705452634,0.8096751121424469,0.9446253831974364,0.9539395333786457,0.9348670769384163,0.9249511124083206,0.9246028250055527,0.9329044385520578,0.9247057310904218,0.9295066797164608,0.9485224811810745,0.9151485702563016,0.9362483448907504,0.9426441106097523,0.8999967545449731,0.9299206614118287,0.9302370889616285,0.950202704913415,0.9328870934456616,0.9542685626949534,0.9523133267052103,0.9312533992367228,0.9276096417791747,0.9271415007779776,0.9573950395143109,0.9230821317489974,0.9244296501378739,0.9531476142131062,0.92582794371949,0.9323908492412742,0.9393070658748462,0.4742687873506978,0.9340229243742376,0.9387932276061839,0.9297643392485343,0.9389465770179285,0.9502218938023627,0.9322769018480938,0.6048378023724529,0.5917498395370527,0.9237437858610312,0.956094030317644,0.9278938535142331,0.9243472898906216,0.9327761252521806,0.9252776268387284,0.8800971671298997,0.9394180844892974,0.9433025449816667,0.9266792990634357,0.9249412500471962,0.9245480615811207,0.9456361264855504,0.9466486985223411,0.9150930569981912,0.9513343793039354,0.1438226436654011,0.9380095676137009,0.9245753647090881,0.926804229396513,0.934207174660883,0.9418200656623611,0.9367266242078139,0.9281725455812313,0.9298906322285765,0.9408930775060743,0.9358089524857753,0.9378781368672638,0.9335198021375464,0.13018927723511636,0.9479621079852694,0.9492986496271547,0.9275359824925012,0.9371236059632921,0.9334734932513759,0.9312149140780249,0.9382450263539339,0.9397936346198215,0.9731512990393587,0.9263308449461851
ACAPULCO [21206280],0.9832308063988765,0.9713971819773555,0.9831282322148871,0.9843682727424828,0.9870452854541735,0.9888850053149341,0.9780251109363957,0.9844624853009557,0.9758361827624057,0.5592531979751818,0.9820008799058754,0.9826025939103881,0.9691741557232189,0.9818441816615808,0.9919148862837948,0.9863925064374713,0.9813335488685466,0.9828374973736876,0.9831859412682653,0.9854302850622682,0.9788365561716997,0.9905454188182543,0.5494849784565009,0.9693256642726862,0.956999275478167,1.0,0.9771583716842154,0.9822389189071591,0.36721016738480006,0.5177633227141236,0.9859792309356866,0.9840747651659086,0.9796551758622937,0.8259650324656763,0.9871065268267049,0.986605512304051,0.9836572408872967,0.983270716586721,0.9831597419667276,0.9836539466698401,0.9851017371590031,0.9802468129151131,0.9822115630786052,0.975612071471385,0.9897661231319594,0.9821744076581607,0.8834003811369288,0.9844151804321774,0.9847164016908545,0.9901170228969147,0.9832764048239522,0.9870806809360279,0.9873321817440845,0.9880219359483368,0.979835798450315,0.9841862808318887,0.990279338047183,0.9825725446513583,0.9837791239490352,0.9883699787202423,0.9795230964189138,0.9880599531895323,0.9854093737610515,0.45436471082752167,0.985202979375926,0.9836394293433038,0.9848110657611818,0.9816261932795044,0.9889332330971516,0.9857015354203638,0.6323941455050222,0.5686966473290436,0.9809400819110515,0.9731157713892205,0.9802875670922974,0.9818878663126279,0.9829995693141605,0.9779564408527949,0.9274354394867872,0.9809109259063685,0.9869165863860226,0.986007603892996,0.9794469436799397,0.9792996015558778,0.9853232660141223,0.9879531599925124,0.9756880504468859,0.9776752896888863,0.13586103725054405,0.986834611985808,0.9797934443202245,0.9846101431415754,0.9868906424768983,0.9834810929416784,0.9836093596131041,0.9832120705442324,0.9860839181153073,0.983019448788659,0.9787347658644449,0.9862272471146742,0.9845737301436741,0.07422579201472201,0.9807527297625298,0.9667072152198911,0.9846612905232498,0.9862879548161133,0.9842512933517354,0.9852632873677165,0.986392104444675,0.985233931854063,0.9744133400538237,0.9864765010945707
POTRERITOS [35060160],0.9668873381325427,0.9516829094582863,0.9569929063958033,0.9617832381158224,0.9776537521971391,0.9656325593367441,0.9663964117975686,0.9799806284841749,0.9803143594899906,0.5424422415474752,0.9678188771980022,0.9797298726217205,0.9496601460746511,0.9703366608261157,0.985686200509374,0.9657371135928652,0.9651627223571496,0.9556923384091717,0.9647957072003659,0.9627405121015196,0.9558255844268178,0.9703406005283494,0.5226874744020255,0.9668539201342653,0.9154405856504558,0.9771583716842154,1.0,0.9784043573834652,0.2661958228510296,0.4602312829380692,0.9738563440548337,0.9812960480186197,0.9644939109174528,0.7032774234799835,0.9766837258017962,0.9837587043299248,0.9741964304644157,0.9542494752148127,0.9565036519685125,0.9556398166965083,0.9726223561457201,0.9578462101956657,0.9734346245274357,0.9625845925578738,0.9687483253107663,0.9755694537000315,0.8651109088911947,0.968688525278239,0.9606142060352133,0.9707034956975351,0.9663736978862747,0.9841232720851067,0.9846830587529634,0.9685151826767995,0.9556093604393185,0.9645195088469833,0.9717411259905756,0.975282015933186,0.9788622204201748,0.983614218562682,0.9509564728156003,0.9739925480398658,0.9661706661000595,0.34574005334060276,0.9671349105657732,0.976898377514666,0.9599393503734096,0.9609938100285524,0.978853160179229,0.9769938014083832,0.41085251225048147,0.45893516414396657,0.967514999386407,0.9713760656597379,0.9692006404950954,0.9599010304978172,0.9576577708585344,0.9620870892592965,0.8308692854241294,0.9658159239045074,0.9779561560713262,0.9647794948999134,0.9662312132569058,0.9800573100761544,0.9786519714692444,0.970594942844671,0.9780804616571868,0.9682597749724409,0.14425853536949618,0.9696767492464936,0.9604408326073569,0.972430843940489,0.9735760300112242,0.9844577758925369,0.9792597241779738,0.9709490415819312,0.9626569209287257,0.9778193570549532,0.9528202245889502,0.9770994974602712,0.9703658075013689,0.03481567321158857,0.9773051589820594,0.958734852415925,0.9635262481268456,0.975408220521838,0.9615780882997639,0.967007966874582,0.9726831083242784,0.9824978908918771,0.97358195839498,0.9719049462953637
CONEJERA LA  [21202080],0.9867481513734727,0.9724352869183683,0.9875806390528561,0.9880441209112389,0.9880242443963543,0.9909606597297812,0.9798588735584929,0.986996604182931,0.9782254478570681,0.5498785544660242,0.982080256742782,0.9846104416449055,0.9666868911200523,0.9849502101578329,0.9923539251213352,0.9889051255283164,0.9829798084209092,0.9906779179392939,0.9847051817542989,0.9873131391231099,0.9828218024041916,0.9917206433362902,0.5513075023372314,0.9707622541008932,0.9522412235259032,0.9822389189071591,0.9784043573834652,1.0,0.35925317920185346,0.5098760826760422,0.9878384428410556,0.9862708508207928,0.9809567046453194,0.8215675205767417,0.9896620017624552,0.9892625134728558,0.9852317600289267,0.9844390254275095,0.9864540567903275,0.9897862994650918,0.9875889417918515,0.9849682531645814,0.9871989938238078,0.9763472629620434,0.987807303130527,0.9863313023337091,0.8811615159213505,0.9882246289669702,0.9859725050379073,0.9912721304549329,0.9857158553031113,0.9891486652079852,0.9896963961377947,0.9889357947755723,0.9815317087636283,0.9880863027465837,0.9943042328848787,0.9849746807393283,0.9853754129065225,0.9890702462906258,0.9852739304856927,0.9886796730792162,0.9878174751574222,0.4438718870973091,0.9875506388145661,0.9871567486450029,0.9883877307446275,0.98497926197926,0.9902921840086524,0.9881696151100968,0.6234279717057041,0.5645168996451472,0.9830128145860004,0.9718903797091613,0.9828393551802711,0.98509253435245,0.9871147115705377,0.9813064884266296,0.9293657005888899,0.982933685297534,0.9880764983300432,0.9889163148604773,0.982500856347542,0.9799369723761026,0.9883158700797786,0.9902881990489231,0.9775177804951437,0.9687549562463031,0.1372085587243768,0.9889165279334748,0.9841720972909006,0.9868719435104498,0.9867991327272129,0.9857690422031397,0.9855944721285299,0.9859824203409228,0.9896816283707213,0.9847133144661642,0.9852199455326175,0.9887893176960532,0.987679672789996,0.06971254737589914,0.9864947758735445,0.9633229603834299,0.9882163426045092,0.9899394341683487,0.9857693823325175,0.9870214961215725,0.9882299745712245,0.9880276539250326,0.9732338654649538,0.988700284448009
NILO [21190210],0.30698845608425956,0.28752157202795886,0.284837152181232,0.31526724362580794,0.30075681708737534,0.3060626054014219,0.46503652987423105,0.32113413551330616,0.2633985596517493,0.41529365276635466,0.288298185517984,0.3064133576764445,0.3364114960168328,0.3014463199500051,0.42841562281244033,0.272687858163479,0.2857932790557592,0.28603373921973035,0.3162019144691506,0.283576290644317,0.2793831784637223,0.3004658383627745,0.397034297871176,0.2839949728506701,0.3783861039937684,0.36721016738480006,0.2661958228510296,0.35925317920185346,1.0,0.3776123898383261,0.2983208733808999,0.3086691948350141,0.2771213117599553,0.3593574522826213,0.2918926448544454,0.35555471888189716,0.3099741633901108,0.27211389203844405,0.27792458053117325,0.2975747484663681,0.26722140966852115,0.28814592385077636,0.36063457572314284,0.26911643616974096,0.2922753522111433,0.34156603567089344,0.3659802797615185,0.3037912764487604,0.2855846619736425,0.30296580114459765,0.2763855736362444,0.3481959778131857,0.35765463533429714,0.2830881932458379,0.28284818670065887,0.2789941905047457,0.33746450614762014,0.2846633328789905,0.2757308584010421,0.34856205687987074,0.28946879262881525,0.31173512771898804,0.3113349413193935,0.30343324202216415,0.28522088586094907,0.33528497029762755,0.2770600829333906,0.3120652859919787,0.295713229399244,0.3047114470300909,0.3321796669036594,0.38522439400974173,0.26538769018561154,0.39601819005226846,0.31509116967593137,0.2802540387613467,0.3093664662846338,0.2723630653053451,0.2939307357146105,0.29164829345608584,0.34789514022834084,0.2712608641410666,0.267970279500043,0.30789674084304397,0.3414468283521351,0.3250930849097832,0.2944120268628691,0.3659506643367147,0.11426642135728132,0.2811077958360901,0.3141782572868188,0.2809216524442444,0.32031848180868727,0.3295423235271485,0.3271365980721371,0.32065912963260496,0.27893680689817363,0.3361246831238496,0.29604282281057664,0.3145701016050696,0.30816767565135933,0.17262017872732827,0.35196913663639406,0.38464775705821846,0.2894430783137291,0.3276344313745046,0.28051989862065146,0.2916211913193311,0.3168848133413913,0.32497652742782457,0.44916297704199265,0.26862696150873033
VICTORIA LA  [21206400],0.4754138783950916,0.4602738548749857,0.47386838193203296,0.5253774864098353,0.4833989608688299,0.5557333474395237,0.6340310441574989,0.4701744162920635,0.4543685058936378,0.4741133947199841,0.4648410306746249,0.4640201252340325,0.48694446977371375,0.47101466495276645,0.6004464612159938,0.4683752169421077,0.5002639842918564,0.4829197121182003,0.47046196732320267,0.4718345561038808,0.469399666575657,0.5517366326511345,0.45599971939495276,0.45835734472474304,0.5309993587836349,0.5177633227141236,0.4602312829380692,0.5098760826760422,0.3776123898383261,1.0,0.49328422378618825,0.4664894807404664,0.4791963205995251,0.5587537478751073,0.5112505599169832,0.5081053580711269,0.4780087640463705,0.4660996526167893,0.46884544906912284,0.4981069231785187,0.46404889686159756,0.47865425920592364,0.5094329355391646,0.4616679956018242,0.48062555058112744,0.487568514992272,0.5112847169233302,0.46946080776202337,0.5083808443389163,0.5477291494716799,0.4736935983952797,0.49858479778425757,0.5129771164989271,0.49968131203700833,0.47297546148024205,0.4749797211554549,0.5785175657655274,0.4695627582741448,0.4742796200771247,0.5004822756426269,0.46999421345387743,0.47122238165871677,0.5034021009453201,0.42831471145953237,0.49092508536810586,0.48063624474596706,0.4790640678885277,0.5009622770833594,0.5456051031165623,0.47516738415935966,0.49616798079907265,0.5705203579142424,0.4589843467053582,0.5767785911384758,0.4657066597028008,0.46969856911064795,0.5112141268854141,0.4652458563803033,0.470175038271203,0.5005230307142363,0.4953158154478984,0.4694906594812157,0.46003217090830006,0.4586849113607396,0.4894581559554759,0.5328089123062979,0.4459674881011556,0.5588116343413022,0.1665353046217747,0.49326102978799824,0.4713688360877948,0.4721399108419373,0.4892225813552353,0.4831994652248024,0.47663710437366413,0.4725652602106327,0.4837109262210314,0.49113501401424314,0.5009834315040156,0.4812457641933456,0.48153470855426445,0.1611298999309177,0.49769372142532664,0.5585593280761457,0.46943252635515814,0.4900247811399773,0.47897550097479513,0.46973752918670486,0.4846250272934849,0.47318112089905634,0.6499879575434478,0.46544215061087385
STA ISABEL  [21201760],0.9876479763240064,0.9704708910092835,0.980802708247856,0.9788185359862882,0.9883616367116602,0.9868452942487888,0.9794234442250584,0.9924502576771057,0.9726634745062404,0.5413205654899539,0.9837754102124033,0.9882026452601241,0.96590240504092,0.9891019387663882,0.9942786297696026,0.987070464650413,0.9811059372757501,0.9816363033078284,0.9872743346136679,0.9859639430132937,0.9760163131091545,0.9878772956003302,0.5350501972354025,0.96802598811963,0.9433972135892764,0.9859792309356866,0.9738563440548337,0.9878384428410556,0.2983208733808999,0.49328422378618825,1.0,0.9902398704320668,0.9765368843196447,0.781520050212492,0.9875044555337511,0.9927238054623323,0.9900633343707722,0.980308814561597,0.9835300872669219,0.9811991403140021,0.9857873154532192,0.9767085112612814,0.9857996275266162,0.976572976365812,0.9862073088054057,0.9886984028028736,0.8834746684730838,0.9886280719944134,0.9832115315975231,0.987857419355787,0.98539698175221,0.9930722087217395,0.9926881525565742,0.9887502148722715,0.9793871094370039,0.9847427272833744,0.9907697245587789,0.9872877375653468,0.9856687841311224,0.9931603159986415,0.9776702278761957,0.9912230251692994,0.9883289832230564,0.38031707094323136,0.9856591196106821,0.9884713293967351,0.9857695590888653,0.979082640687363,0.9870909741419337,0.9921958497080252,0.5213219805569979,0.4958808790015486,0.9800616843372586,0.9740958317473354,0.9882774948427531,0.9786786223609775,0.9795965794414868,0.9758965864149992,0.8993420451991195,0.9795399694038204,0.9928637868607486,0.9862723096047922,0.9778336277482361,0.9851815913839389,0.9904496009619492,0.9894622228086254,0.9828742908691549,0.9700499781808578,0.09682664728378274,0.9877987205583212,0.9813396529401494,0.9851703769689679,0.9908578768104704,0.9904070205402631,0.9910300768628193,0.9876350067241875,0.9848295836131901,0.9897187763441272,0.9725768123355915,0.9960399170666628,0.9896954253997827,0.040668906529556216,0.9857678981332844,0.9634095192319727,0.9866695742959326,0.9903781902061354,0.984074424137621,0.9877657022671393,0.9928817822568491,0.9917306746800333,0.9745959833270272,0.9879958407295688
AUSTRALIA [21201300],0.9831978760585907,0.9717366642450534,0.9836754736327168,0.9834090204720438,0.9895386722207175,0.9872695049590645,0.9733187321245074,0.9895228130257998,0.9818221445402888,0.5379959190920555,0.985007288904003,0.9869592710352336,0.9584423960868655,0.9844204339348477,0.9927073543736739,0.9888260238782307,0.9832307522826241,0.9827456260229243,0.9730449655688346,0.9856957344014615,0.9807913106565717,0.9897581492563158,0.5253106986934519,0.9746860471717297,0.9265698652533202,0.9840747651659086,0.9812960480186197,0.9862708508207928,0.3086691948350141,0.4664894807404664,0.9902398704320668,1.0,0.9832186321773917,0.7656512582765189,0.9909366470707044,0.9916741038253487,0.9871079474860553,0.9805830879125009,0.9826147600572432,0.9826122109339845,0.995718136434041,0.9821889200433201,0.9841533408470762,0.9789743153633355,0.9881907049514386,0.9851775568389507,0.8684780492620107,0.987050052104524,0.9840853741922991,0.9893106104939353,0.9837716126836765,0.9928971022642663,0.9935448096770898,0.9889629938677227,0.9788075925638292,0.9864686211481626,0.9896123027319572,0.9876132235195905,0.9891171630273475,0.9921740948154757,0.977235266067724,0.987505849481706,0.9840973351743922,0.3982917067739164,0.9868450044826645,0.9862303508669559,0.9859634490962806,0.9806650187200688,0.9913431294124789,0.9899751073327843,0.5094610811931342,0.5145671466696898,0.9863160240454689,0.9708559184845347,0.9801815319085415,0.9834249526880099,0.9823770112478009,0.9823694983552194,0.8858289885836476,0.9842745224875965,0.9877656035762228,0.9888208032311357,0.9857223651642314,0.9842757464892518,0.9889758653226222,0.9874220529339139,0.9812668643083916,0.9660633003445912,0.148748652149709,0.9891144255386143,0.9785173842932717,0.9881088697122496,0.9869773908485999,0.9896819904594852,0.987990937826217,0.9830435577382509,0.9881041030897797,0.9859456315088376,0.9782849330505001,0.9911686093026161,0.9864223345757482,0.041586581435107815,0.9850437637632745,0.957202709697668,0.9847094375728721,0.9898357840668194,0.9838878351437796,0.9873631177169743,0.9878810459395905,0.9902266721668307,0.9696300343605002,0.9945146174469501
CISACA  [21200850],0.9739895211362513,0.9572923498538627,0.9645013440278977,0.9667045082911212,0.9760287278944043,0.9736461993297267,0.975399358000005,0.9837342177295351,0.9628636492493788,0.5684601833467747,0.9728162330629124,0.979612434851456,0.9575145744269683,0.9763845630818608,0.9887737121223964,0.9716401541403399,0.9670507626460841,0.9638723622821224,0.9671812258241987,0.9685874064280905,0.963713065621614,0.9763168516084133,0.5566371941115806,0.9582586725795529,0.9273188705452634,0.9796551758622937,0.9644939109174528,0.9809567046453194,0.2771213117599553,0.4791963205995251,0.9765368843196447,0.9832186321773917,1.0,0.7199874941651649,0.974507035958533,0.9851708796420328,0.9757768289224424,0.9617467917876072,0.9642938868698236,0.9625456259861919,0.9755700116507533,0.9640273358237735,0.9796326329845808,0.9641477873601552,0.9734235418958039,0.9812523092619135,0.8805291843227875,0.9744394222876059,0.9652252235274655,0.9759902188461546,0.9679402368812023,0.9863870445421338,0.9917636891310008,0.974884625454408,0.9596181020582176,0.9691504864220648,0.9804891174697781,0.9740202794562413,0.9750820427412193,0.9858357520714794,0.9610204284957573,0.9812552222963004,0.9746311658865606,0.35006440467485267,0.9715633471519685,0.9822977996849825,0.9687851622438459,0.9663250937509623,0.9793744449361922,0.9809758955344268,0.4324305577266255,0.462682163686069,0.9698568966835159,0.9690090032178418,0.9771511748057645,0.9660409161267259,0.9652961644730413,0.9669954443796023,0.8533651409838758,0.9667708342900562,0.9836646637759003,0.9709374621216763,0.9701019478610038,0.9779589230460589,0.9834517546105843,0.9794245518003677,0.9757899238388255,0.9647336168418504,0.11602471012820861,0.9713247881217792,0.966821034259617,0.9708715818208992,0.9816607004237571,0.9835868641679497,0.982870488813231,0.9782782161431561,0.9706298399483793,0.9802509147748732,0.9571072621674377,0.982317485776514,0.9749874984801699,0.03313307714435266,0.9803947058321597,0.9536423055817433,0.9713836919617133,0.9814040911995805,0.9658671978115178,0.9734946940407966,0.9777767731818156,0.9833626066365593,0.9674343909942592,0.9755820140079374
MERCEDES - AUT [21205660],0.7537513706483876,0.7420405142774693,0.7287671251252993,0.7659744191957938,0.7460312260110854,0.7517480073536285,0.86535973688165,0.7803838591177852,0.6959448356189109,0.5602578460788992,0.7511887215774182,0.7649221540283245,0.7993048469449442,0.7523605785572086,0.8752509238575934,0.7199092666702753,0.7332813779236742,0.729607518657709,0.7630786020224921,0.722865173494218,0.7197396950368529,0.7524992180574931,0.5557886560463542,0.7166036714558702,0.8096751121424469,0.8259650324656763,0.7032774234799835,0.8215675205767417,0.3593574522826213,0.5587537478751073,0.781520050212492,0.7656512582765189,0.7199874941651649,1.0,0.7451377210369927,0.8224876850152539,0.7514522093516045,0.7131804287308223,0.7145910212432208,0.7401209250514706,0.7115227968666613,0.7290894744473201,0.8116826187287094,0.7085650338264317,0.755953246984606,0.799198766047124,0.797536470043367,0.749904185639089,0.7355806377226716,0.7528503753638981,0.7214797394191401,0.8168326147838213,0.8151317300691338,0.7408168278808905,0.724718535881137,0.7209848859132333,0.790391874347128,0.728999386141029,0.7236362823857824,0.8188966551687621,0.7304431491793891,0.7719776698386817,0.7528869533652192,0.46850408018764506,0.7370457379476072,0.7923974208596212,0.7201706532508698,0.7498989665806245,0.7449809634195449,0.763320257428267,0.49441375650790753,0.5548643708609302,0.7078931877934712,0.8476257239973286,0.772590440608917,0.7230879125234326,0.7455814060898736,0.7193016853200328,0.6803390268022932,0.7553704570158508,0.7969934444372829,0.718486467835771,0.7085542156052125,0.7613371270020467,0.7951333450515133,0.772488171740368,0.7478495425114743,0.8319864916245591,0.16057364385443948,0.7303246238525014,0.752611764502709,0.7224673551163762,0.7743764935195524,0.7925927379827242,0.7817098102464518,0.7732867615233383,0.7234232593330728,0.7934005180713327,0.7335148050063215,0.7645219992033253,0.753869802993464,0.19687383368240846,0.8162186158521516,0.8265478360801901,0.7330286428569044,0.7809122905878849,0.7213773547163107,0.7351926326129168,0.763374447747268,0.7830610217235928,0.8733478587540309,0.7132892193763725
VILLAPINZON  [21200430],0.9851403917211328,0.974103299996388,0.9802532769517647,0.9812977310947338,0.9890286605851049,0.9837978458979441,0.9767805988660972,0.9955905089264523,0.9777244812372624,0.5778250215814852,0.9859939729734265,0.991996975837319,0.9694366710647871,0.9855640325878228,0.9951095614282004,0.9861406234302741,0.9840927181756219,0.9805812259477935,0.9889657873073688,0.9842392228656202,0.9787672994706906,0.986828819784004,0.5638406404521266,0.9748338629153166,0.9446253831974364,0.9871065268267049,0.9766837258017962,0.9896620017624552,0.2918926448544454,0.5112505599169832,0.9875044555337511,0.9909366470707044,0.974507035958533,0.7451377210369927,1.0,0.9928627534174872,0.9887720015714274,0.9788785367241399,0.9801225716825636,0.9795181300550955,0.9876524863361801,0.9807031410584417,0.9850182469694294,0.9786740372947111,0.9864688904626114,0.9888774502529917,0.8904277303400547,0.9867561865639802,0.9826696031285936,0.9880326635534765,0.9832541277905641,0.9936867440765712,0.9929651473725175,0.987922407833673,0.9761468723100097,0.9858099259604589,0.9871756231029382,0.9876200847661092,0.9891682773078612,0.9927856003778797,0.9756697782216747,0.9892736213033592,0.9829722105101131,0.3698443636588136,0.9851179512343022,0.9901238447045477,0.9816625168463019,0.9779051246278196,0.9906357051038247,0.992440063110165,0.4376496909797366,0.4844736362335961,0.984416043048462,0.9734933332820955,0.9865381617358129,0.981693963642507,0.9776834654234821,0.9812517945179562,0.8848766256010517,0.9832686524255734,0.9898266952764871,0.985874498743813,0.9826074746521073,0.9889629168935224,0.9910368914970478,0.9857666395481477,0.9854656866130196,0.9685349501452897,0.10793713734327949,0.9877608103416579,0.9794006831719825,0.9872302908823098,0.9886444550138427,0.9944600969309845,0.9915131801274685,0.98689155637582,0.9850864499272896,0.9900825678761086,0.970635421854531,0.992631536280292,0.9872254724061578,0.04275682185697105,0.9888383306439076,0.962181600049751,0.9840697129821856,0.9902948156478552,0.9830034952332639,0.9861117211946245,0.9885203817539481,0.9932346660889659,0.9719494556213086,0.9893610347967616
