,SABANETA [23065100],C.UNIV.AGROP-UDCA [21206260],UNIV PEDAGOGICA [21206190],SILOS [21205740],PASCA - AUT [21195190],JARDIN BOTANICO  - AUT [21205710],FLORES COLOMBIANAS [21206210],CABRERA LA [23065120],SAN JORGE GRANJA [21205720],TIBAITATA [21205420],AEROPUERTO SANTIAGO VILA [21185040],GACHETA [35065010],BASE AEREA MADRID [21205770],SANTA ANA - AUT [21145080],SENA MOSQUERA [21206550],PRIMAVERA D MATIMA [21206180],PROVIDENCIA GRANJA [21205980],LEGIOSA LA [21145070],VENADO ORO VIVERO [21205580],JERUSALEN [21235010],SANTA TERESA [23065060],SAN CAYETANO [23125070],VEGAS LAS HACIENDA [21206230],ITA VALSALICE  - AUT [21195120],ELDORADO CATAM - AUT [21205791],GUASCA [21205700],YACOPI  - AUT [23065110],ACAPULCO [21206280],HIDROPARAISO [21206160],ELDORADO DIDACTICA [21205520],EL JAPON [35055010],LLANO LARGO [35025050],ESCUELA COL INGENIERIA [21206050],AEROPUERTO PALANQUERO [23035020],RAMADA LA  [21205160],C.UNIV.AGROP-UDCA [21206260],ISLA DEL SANTUARIO [24015120],UNIVERSIDAD NACIONAL  - AUT [21205012],FLORIDA LA [21205670],BOLSA LA [35025060],INEM KENNEDY [21206560],PENAS BLANCAS [21195110],MERCEDES - AUT [21205660],PANDI [21195060]
SANTA TERESA [23065060],0.9992210874000449,0.9983568588486204,0.998778400496476,0.9981692989014117,0.9981924511481297,0.9980433297292546,0.9993106208198963,0.029918266899519635,0.9985397036479698,0.9984239174777406,0.9152130895207387,0.998338339510961,0.9990634682609815,0.9941619677715419,0.9991672699866201,0.9989686333460386,0.997956807866329,0.9976341435000488,0.9986731553100822,0.7798703344645141,1.0,0.9993838340479928,0.9984392684232133,0.9983480042649658,0.9985339925601273,0.9977534159044231,0.9968136898962666,0.9991344606626146,0.9996874467383002,0.9994501593307692,0.8990007177595715,0.9986480220444695,0.9984776346238048,0.6177297042265504,0.9999195104996003,0.9983568588486204,0.9985830152010997,0.9988721210867109,0.9990247639190596,0.9989610590243632,0.9992399866576462,0.9151024201371928,0.9891757639228086,0.9941582663764399
SAN CAYETANO [23125070],0.9995503604433675,0.9993430445276592,0.9989694159443935,0.9979856051727959,0.9974932346523911,0.9985057479682409,0.9997997017378358,0.037886712451690924,0.9984375945353086,0.9981436186536101,0.8788106915895568,0.9974355639533651,0.9984254923033031,0.9957025082753805,,0.9993224025967024,0.9985848958791997,0.9973663521244365,0.9991367732618833,0.7247492383921303,0.9993838340479928,1.0,0.9992941890006536,0.999188672609101,0.9982969472850574,0.9974529280333758,0.9973847404082548,0.9993910055574353,0.9992236566435305,0.9983210581646018,0.8321939400454307,0.9990315968431741,0.9987329352408834,0.5845907104722556,0.9987451788910244,0.9993430445276592,0.998063452463533,0.9992627946578806,0.9973191112634802,0.9994908206614074,0.999928933429791,0.9109109753856178,0.9774543009051829,0.9922992287573701
VEGAS LAS HACIENDA [21206230],0.9993134758741029,0.9989920918343481,0.9986951615265454,0.9986394083218646,0.9976577381888094,0.9983246336173908,0.9996905406219851,0.0228932025329624,0.9990041058997176,0.9994136210326787,0.9018867618908366,0.9988476662938568,0.9991350143834152,0.9934919827376315,0.999432869332437,0.9988914834575945,0.9989411989241277,0.997160907487026,0.9988686782121502,0.7609632444728788,0.9984392684232133,0.9992941890006536,1.0,0.9982124165830283,0.9994449715695304,0.998301312128751,0.9963309713442294,0.9991642726582862,0.9995335069559022,0.9995772278061025,0.8948057166436171,0.9989793332370436,0.9992596856753124,0.605380285898829,0.9999177232068528,0.9989920918343481,0.9988035726053941,0.9993524713945294,0.9989124094121397,0.9992270933374728,0.9995340263122546,0.9100786851037868,0.9870464009914024,0.9925545808721474
ITA VALSALICE  - AUT [21195120],0.9991443094972653,0.9982971915625851,0.9988500553273324,0.9983657222993063,0.9977616876739597,0.9978697774295433,0.9993156306754768,0.034365865671398606,0.9985080421180657,0.998145457211646,0.959049700241702,0.998268052480689,0.9991222299034085,0.9952064090581642,0.9991612838715943,0.9987239602844356,0.9980147594542352,0.9982070198836256,0.9986719635663501,0.8468820821451436,0.9983480042649658,0.999188672609101,0.9982124165830283,1.0,0.9982420345950326,0.9980838932868662,0.9977316245721706,0.9989374438675868,0.9998287885525553,0.9994606475871193,0.9296380464368351,0.9984921838065262,0.9982894868251531,0.6973827807020905,,0.9982971915625851,0.9984565794677311,0.9987371645766145,0.9988007346841687,0.9988532781744561,0.9992419788026231,0.970777567219001,0.9935251575377001,0.9961687090208392
ELDORADO CATAM - AUT [21205791],0.9992182536674609,0.999039214471856,0.9986563492189247,0.9980869206953654,0.9973903932404182,0.9976517569727648,0.9996710564474791,0.02206383630302171,0.9982502490226653,0.9992827712321695,0.8503694182902405,0.9980969860561747,0.9982343230988273,0.9937913476533865,0.999474736208746,0.998733007426148,0.9990345562320386,0.9965297470408658,0.9986147637780072,0.6539220155849074,0.9985339925601273,0.9982969472850574,0.9994449715695304,0.9982420345950326,1.0,0.9978654643123773,0.9938646038733087,0.9991148960390805,0.9991484239517556,0.9993054826997366,0.8079826411891867,0.9987836193228166,0.9992017091456046,0.5225208943104579,0.9988841407713137,0.999039214471856,0.9980269383327003,0.9993704269656236,0.9969191799275836,0.9992402020860717,0.9995702131157879,0.900666096121273,0.9733784034190007,0.9873711394274836
GUASCA [21205700],0.9987735320556491,0.998465247641103,0.9985447875798789,0.9981912355917089,0.9974698486129758,0.9972713665295356,0.9992609244442051,0.014158915578173125,0.9976002175297286,0.9978707487222114,0.8676351131731772,0.9971733484534182,0.9982906915697338,0.9942554974697358,0.9996965810134557,0.9980496527443525,0.9977289866536477,0.9963054384799863,0.9985286871197365,0.6964277715017613,0.9977534159044231,0.9974529280333758,0.998301312128751,0.9980838932868662,0.9978654643123773,1.0,0.993879923944865,0.9986659237875919,0.9991398666262412,0.998741894307081,0.826314562745122,0.9981754845447525,0.9980717071953916,0.5688112124403176,0.9985780352718436,0.998465247641103,0.9976641716843055,0.9983102390152118,0.9972824741168134,0.9991023562287132,0.9993145642867076,0.9193871131553943,0.9756089845524318,0.9884470954195356
YACOPI  - AUT [23065110],0.9974745969751114,0.9965354384045279,0.9979974192891498,0.9935257313051361,0.9948463201686752,0.9945302912172139,0.9987771949628745,0.044771327094553566,0.9946487485670342,0.993544087885859,0.8689766438260456,0.9936324371935293,0.996848265779857,0.9925978435148677,0.9986136152373937,0.996496778371386,0.9949799170167435,0.9944995898717968,0.9962803026650096,0.680789613736062,0.9968136898962666,0.9973847404082548,0.9963309713442294,0.9977316245721706,0.9938646038733087,0.993879923944865,1.0,0.9978223247610749,0.998874997411747,0.9968258773143902,0.81847945839193,0.9961164163112721,0.9945236442514002,0.5568121480685085,0.9976517955289156,0.9965354384045279,0.9940002842819198,0.9972133194619299,0.9941914611366574,0.9972042694110257,0.9988979267674787,0.9028914530206887,0.9792990659861036,0.991012564332667
ACAPULCO [21206280],0.999533614149284,0.9991595301142591,0.9990754616053477,0.9991322775381796,0.9978498355478098,0.9992898021674004,0.9998276728696468,0.030207592118996224,0.9992718211328979,0.999071938487371,0.9297448050158239,0.9988262416652198,0.9994150703682081,0.995670048688901,0.9998616196960336,0.9993079506288988,0.9986608187704185,0.9983400495237179,0.9994003900437353,0.888953040182042,0.9991344606626146,0.9993910055574353,0.9991642726582862,0.9989374438675868,0.9991148960390805,0.9986659237875919,0.9978223247610749,1.0,0.9995340998004799,0.9993576265655256,0.9262737010777927,0.9990784852227509,0.9991119984842688,0.6738298540981722,0.9998489058756842,0.9991595301142591,0.9990689356287331,0.9992817397948408,0.999279396037941,0.9993847928515684,0.9998712764854489,0.9292926515756639,0.9910121353643985,0.9953418992132166
HIDROPARAISO [21206160],0.9993909336540613,0.9996282268823092,0.9994792366325584,0.9991860819714031,0.9995645890160778,0.9993286508542834,0.9999345696327002,0.039879172135516665,0.999059252214033,0.9991870497635251,0.9753642669874445,0.9990486070423382,0.9993503543160084,0.9990355981458201,,0.9995393010182221,0.9992364195873268,0.9989506679449516,0.9994622561971395,0.9239415765697164,0.9996874467383002,0.9992236566435305,0.9995335069559022,0.9998287885525553,0.9991484239517556,0.9991398666262412,0.998874997411747,0.9995340998004799,1.0,0.9994304546199906,0.9596149621664309,0.9994692081884416,0.9992547352944379,0.7952924670438484,0.9993418339570697,0.9996282268823092,0.999269396324076,0.9995319687300701,0.9992670855552108,0.9998517639101905,,0.9723482928341924,0.996652058465734,0.9982385850705092
ELDORADO DIDACTICA [21205520],0.9995042216055183,0.999565721196317,0.9995610472340336,0.9987779962100675,0.9989765604696711,0.9991855560747791,0.9999658252434267,0.025679490840992285,0.9984752204356367,0.9992665033412833,0.912612817076567,0.9985554681071663,0.9988656959287089,0.9975579982113301,,0.9992387607508045,0.9992851106892296,0.9980865741344194,0.9993345403921847,0.7807617934863053,0.9994501593307692,0.9983210581646018,0.9995772278061025,0.9994606475871193,0.9993054826997366,0.998741894307081,0.9968258773143902,0.9993576265655256,0.9994304546199906,1.0,0.8926112683494228,0.9991421929355959,0.9993579070257105,0.6848892069720722,0.9989607155321035,0.999565721196317,0.9985250341776193,0.9995280615687689,0.997636376339155,0.9994641823612332,,0.9802160381250523,0.9843758548242038,0.9928109219816958
EL JAPON [35055010],0.9146676467027268,0.9035478903071195,0.962510649033948,0.8286510796782636,0.8651200081984965,0.8429102152654283,0.9604325872450394,-0.009903146520573112,0.8321757387498934,0.8032423155110802,0.7770288546207923,0.8466277085393707,0.9041131655553101,0.9118715566384702,0.9782755355547916,0.8804177011197329,0.8649659141013257,0.9136504783918481,0.88670966601164,0.6028567858355224,0.8990007177595715,0.8321939400454307,0.8948057166436171,0.9296380464368351,0.8079826411891867,0.826314562745122,0.81847945839193,0.9262737010777927,0.9596149621664309,0.8926112683494228,1.0,0.8836764704680482,0.8655853082524819,0.4794399599457494,0.9283324900007617,0.9035478903071195,0.8165504308675312,0.9034184446626098,0.8520759430561953,0.9201349309088586,0.975370379442189,0.9016836022960049,0.8248197882790728,0.8134236674451126
LLANO LARGO [35025050],0.9990597600928753,0.9989667942670557,0.9988544799572742,0.9983892108179082,0.9977429837040964,0.9983373160531789,0.9995012602168429,0.012890857079918426,0.9984455588882769,0.9986041051492177,0.9068727616055654,0.9983511138255154,0.9987272677676099,0.9945386112723182,0.9993585752177244,0.998770893720644,0.99821944669636,0.9978289353860781,0.9991108911235266,0.7357633247332266,0.9986480220444695,0.9990315968431741,0.9989793332370436,0.9984921838065262,0.9987836193228166,0.9981754845447525,0.9961164163112721,0.9990784852227509,0.9994692081884416,0.9991421929355959,0.8836764704680482,1.0,0.9984890082541884,0.5852561101701588,0.9996801732080193,0.9989667942670557,0.9986261392636925,0.9992069610721533,0.9978897144846401,0.9993399445216108,0.9995816921986901,0.9046050377384519,0.9871642536199724,0.9927186214868753
ESCUELA COL INGENIERIA [21206050],0.9989922775752462,0.9990455759905362,0.998622082785293,0.998508817681426,0.9972343340972633,0.9978670196162653,0.9996910895392861,0.017210605495885878,0.9985676722098012,0.9991085413646785,0.9009303678205344,0.9987711455819152,0.9986938549866742,0.9939342438895545,0.9994283464973721,0.998825637735204,0.9986536001167428,0.9971114821471131,0.9987279758546491,0.7162063086197713,0.9984776346238048,0.9987329352408834,0.9992596856753124,0.9982894868251531,0.9992017091456046,0.9980717071953916,0.9945236442514002,0.9991119984842688,0.9992547352944379,0.9993579070257105,0.8655853082524819,0.9984890082541884,1.0,0.5501428430860054,0.9996732479251926,0.9990455759905362,0.9988375939620014,0.9992279558580075,0.9980862147909825,0.999348444517536,0.9995647414689277,0.8975544632064826,0.9855977634995214,0.9910120227860153
AEROPUERTO PALANQUERO [23035020],0.6116914372342639,0.6245199818308776,0.7829975910606121,0.5426686821938314,0.6339484755824549,0.5717948891744334,0.8076364949043691,0.09959429593084224,0.5405024380866701,0.5317028150972565,0.5984246297239654,0.5532215197870047,0.6409719725322939,0.657355618280376,0.8459339147709265,0.5839732395505471,0.5682693196031143,0.6635360655972417,0.5990217909440604,0.4764945739408791,0.6177297042265504,0.5845907104722556,0.605380285898829,0.6973827807020905,0.5225208943104579,0.5688112124403176,0.5568121480685085,0.6738298540981722,0.7952924670438484,0.6848892069720722,0.4794399599457494,0.5852561101701588,0.5501428430860054,1.0,0.7233443195826224,0.6245199818308776,0.5335169761961601,0.6486589682815139,0.5928960701295978,0.6595780075192451,0.8615107365769192,0.8430000252683454,0.5789414185043125,0.5558205151787496
RAMADA LA  [21205160],0.9995689983603279,0.9999733632540952,0.9998831162134316,0.9985276250401565,0.9987193212201161,0.9985510138213479,0.9999692413049237,0.0319265128025668,0.9984056617271654,0.99879994358965,0.9759360126024806,0.9983824702467199,0.9984396590576152,0.9999236714088595,,0.9996873662732478,0.9996420013901374,0.998658446854041,0.9991278288972917,0.8231572472396054,0.9999195104996003,0.9987451788910244,0.9999177232068528,,0.9988841407713137,0.9985780352718436,0.9976517955289156,0.9998489058756842,0.9993418339570697,0.9989607155321035,0.9283324900007617,0.9996801732080193,0.9996732479251926,0.7233443195826224,1.0,0.9999733632540952,0.9986592372851161,0.9999089439623536,0.9973872245464184,0.9999607779583428,,0.9916012954180635,0.992824692085014,0.9959653451885445
C.UNIV.AGROP-UDCA [21206260],0.9991836236044874,1.0,0.9987687149445684,0.9985737101340876,0.9975135415853719,0.9982762937597418,0.9996043156833628,0.019660947875342113,0.9988850892840646,0.9989752826020076,0.9099734171383814,0.9988700839673232,0.999111759515113,0.9942909515211873,0.9993148230497575,0.9987971026726907,0.9985529787334679,0.9976305251787918,0.9988426008522178,0.7732761503620188,0.9983568588486204,0.9993430445276592,0.9989920918343481,0.9982971915625851,0.999039214471856,0.998465247641103,0.9965354384045279,0.9991595301142591,0.9996282268823092,0.999565721196317,0.9035478903071195,0.9989667942670557,0.9990455759905362,0.6245199818308776,0.9999733632540952,1.0,0.9988244509632166,0.9992426357824042,0.9988187634965141,0.9991349739943889,0.9995124069411089,0.9188501869246853,0.9888385400296238,0.9932340267942643
ISLA DEL SANTUARIO [24015120],0.9989888947385157,0.9988244509632166,0.998663022805476,0.9978505558691719,0.9971722805522715,0.9971586145871292,0.9994759391842176,0.016932412021225904,0.9980029355199067,0.9977846784467437,0.8604255938567361,0.997915719943903,0.9980110634120742,0.9947932719186132,0.9994633532785044,0.9988631172494125,0.9980603983711184,0.9972805726700418,0.9984001350254194,0.6649316995892612,0.9985830152010997,0.998063452463533,0.9988035726053941,0.9984565794677311,0.9980269383327003,0.9976641716843055,0.9940002842819198,0.9990689356287331,0.999269396324076,0.9985250341776193,0.8165504308675312,0.9986261392636925,0.9988375939620014,0.5335169761961601,0.9986592372851161,0.9988244509632166,1.0,0.9991002036114219,0.9975657007829782,0.9993304925453159,0.9995822976859724,0.9046084390405932,0.9751648004313092,0.989209812528328
UNIVERSIDAD NACIONAL  - AUT [21205012],0.999411302278995,0.9992426357824042,0.9988714242529262,0.9988132158663839,0.9978947470400976,0.998567074923457,0.9996349240389238,0.02331906426999216,0.9989838599660151,0.9993019843461838,0.9161799741613788,0.9988739710008315,0.999368939586086,0.9953653066694207,0.9996708309417665,0.9990409336089745,0.9988485827212447,0.9975618720633758,0.9992071447040768,0.7929459242907604,0.9988721210867109,0.9992627946578806,0.9993524713945294,0.9987371645766145,0.9993704269656236,0.9983102390152118,0.9972133194619299,0.9992817397948408,0.9995319687300701,0.9995280615687689,0.9034184446626098,0.9992069610721533,0.9992279558580075,0.6486589682815139,0.9999089439623536,0.9992426357824042,0.9991002036114219,1.0,0.998698411584255,0.9993959079773584,0.9996028441294668,0.91487031757576,0.9902426602855867,0.9940626062237979
FLORIDA LA [21205670],0.9986907528365955,0.9988187634965141,0.9987776123156654,0.9969498802102362,0.9977549880073685,0.9973695577365593,0.9995416382391987,0.022080546896826567,0.9973972614063781,0.9967171781780058,0.8860990739677952,0.9968357523035363,0.9978344684819435,0.9956459076352315,0.9991871843323277,0.998997095260155,0.9975395996099836,0.9979934146534392,0.998315352311341,0.7241788177283259,0.9990247639190596,0.9973191112634802,0.9989124094121397,0.9988007346841687,0.9969191799275836,0.9972824741168134,0.9941914611366574,0.999279396037941,0.9992670855552108,0.997636376339155,0.8520759430561953,0.9978897144846401,0.9980862147909825,0.5928960701295978,0.9973872245464184,0.9988187634965141,0.9975657007829782,0.998698411584255,1.0,0.999106599829197,0.9996969515788047,0.9268702005044069,0.9811846087835218,0.9916903132494309
BOLSA LA [35025060],0.9995180016497502,0.9991349739943889,0.9991501689154377,0.9989954284347087,0.9995720986705716,0.9994061614354853,0.9998284953919326,0.01493966023828643,0.9994195477859458,0.9991050059472913,0.9343042632473587,0.9991665515713093,0.9992521793890864,0.9950986911603235,0.9993667609651256,0.9994075994267337,0.998814233894656,0.9986669492435684,0.9993340521918717,0.8001276181397732,0.9989610590243632,0.9994908206614074,0.9992270933374728,0.9988532781744561,0.9992402020860717,0.9991023562287132,0.9972042694110257,0.9993847928515684,0.9998517639101905,0.9994641823612332,0.9201349309088586,0.9993399445216108,0.999348444517536,0.6595780075192451,0.9999607779583428,0.9991349739943889,0.9993304925453159,0.9993959079773584,0.999106599829197,1.0,0.9997594058070369,0.9381537157686325,0.9900356724747987,0.9950355716425944
INEM KENNEDY [21206560],0.9997262214079008,0.9995124069411089,0.9997880739070518,0.9994005741605075,0.999575504378072,0.9989317232206929,0.9995712269105916,0.021562520481439546,0.9995614287579371,0.9994856299158436,0.9822541426882244,0.9994781429492485,0.9997365099349741,0.999131735749747,0.9995093812823593,0.9995876164701383,0.999426463234342,0.9990148019126658,0.9994097703309418,0.9632175076041294,0.9992399866576462,0.999928933429791,0.9995340263122546,0.9992419788026231,0.9995702131157879,0.9993145642867076,0.9988979267674787,0.9998712764854489,,,0.975370379442189,0.9995816921986901,0.9995647414689277,0.8615107365769192,,0.9995124069411089,0.9995822976859724,0.9996028441294668,0.9996969515788047,0.9997594058070369,1.0,0.994263723570553,0.9979694975164218,0.9983042171816513
PENAS BLANCAS [21195110],0.9140504294900554,0.9188501869246853,0.9603677041310297,0.9074907616077751,0.9370673326517851,0.9162172103723951,0.9775350491398247,0.07206070277416607,0.9048151773747721,0.9091854565121621,0.885920796258274,0.9037186239542572,0.9509417389440604,0.9233771709806454,0.9942024265728413,0.902931350312187,0.9047625828834647,0.9210734770500248,0.9271376288411964,0.9094548618944734,0.9151024201371928,0.9109109753856178,0.9100786851037868,0.970777567219001,0.900666096121273,0.9193871131553943,0.9028914530206887,0.9292926515756639,0.9723482928341924,0.9802160381250523,0.9016836022960049,0.9046050377384519,0.8975544632064826,0.8430000252683454,0.9916012954180635,0.9188501869246853,0.9046084390405932,0.91487031757576,0.9268702005044069,0.9381537157686325,0.994263723570553,1.0,0.9082423816388887,0.9011895684194493
MERCEDES - AUT [21205660],0.9905280563237234,0.9888385400296238,0.995186005977886,0.9756648242677903,0.9839575753716148,0.978142034392217,0.996337439733426,0.029854441172866286,0.9806588506574633,0.9722159127984399,0.8700936136623115,0.9818647917859085,0.9904628577663447,0.9890086457457374,0.9969886947399456,0.9887150341840378,0.9853464748220571,0.9895029170851106,0.981823117904482,0.7258324271437588,0.9891757639228086,0.9774543009051829,0.9870464009914024,0.9935251575377001,0.9733784034190007,0.9756089845524318,0.9792990659861036,0.9910121353643985,0.996652058465734,0.9843758548242038,0.8248197882790728,0.9871642536199724,0.9855977634995214,0.5789414185043125,0.992824692085014,0.9888385400296238,0.9751648004313092,0.9902426602855867,0.9811846087835218,0.9900356724747987,0.9979694975164218,0.9082423816388887,1.0,0.9746479673759741
PANDI [21195060],0.995296232499216,0.9932340267942643,0.9970511735295355,0.9885029337557721,0.9909918125313062,0.9895433331927784,0.9976098755152859,0.0524669956280385,0.9905183892577137,0.9870844735342719,0.8752085250102201,0.9891842453436278,0.9940003646111134,0.993169967774865,0.9984364655117802,0.9943757691133973,0.9909743827129621,0.9931634378186168,0.9935825467058366,0.6784480109454399,0.9941582663764399,0.9922992287573701,0.9925545808721474,0.9961687090208392,0.9873711394274836,0.9884470954195356,0.991012564332667,0.9953418992132166,0.9982385850705092,0.9928109219816958,0.8134236674451126,0.9927186214868753,0.9910120227860153,0.5558205151787496,0.9959653451885445,0.9932340267942643,0.989209812528328,0.9940626062237979,0.9916903132494309,0.9950355716425944,0.9983042171816513,0.9011895684194493,0.9746479673759741,1.0
